243;Bács Ivor ;F;2017-2-13;rajz;4
244;Ullreich Eliána ;L;2016-4-8;angol;2
245;Svrcsek Róza ;L;2017-6-13;rajz;5
246;Valenta Izor ;F;2017-2-4;matematika;3
247;Stepanik Darnel ;F;2016-2-28;földrajz;3
248;Tüzes Andorás ;F;2016-11-5;fizika;3
249;Tausinger Filip ;F;2017-2-8;földrajz;5
250;Geidel Zámor ;F;2017-2-21;testnevelés;2
251;Teveli Dorotea ;L;2017-9-23;biológia;2
252;Uhercsák Izolda ;L;2017-9-29;angol;2
253;Stahlberger Násfa ;L;2016-11-7;rajz;5
254;Lónyay Árpádina ;L;2017-12-6;biológia;3
255;Lónyay Árpádina ;L;2016-1-13;rajz;3
256;Valovits Boriska ;L;2016-1-19;angol;4
257;Ruthart Gvendolin ;L;2017-9-26;matematika;2
258;Bács Ivor ;F;2016-11-5;nyelvtan;3
259;Blatniczky Szávitri ;L;2016-12-4;nyelvtan;2
260;Fassl Áhim ;F;2016-2-4;fizika;4
261;Bács Ivor ;F;2017-11-19;kémia;2
262;Teveli Dorotea ;L;2016-12-6;informatika;4
263;Dobrodolszki Délibáb ;L;2016-4-11;földrajz;2
264;Murga Hilka ;L;2017-6-4;biológia;3
265;Valenta Izor ;F;2017-10-10;történelem;4
266;Delaval Versény ;F;2017-11-9;matematika;1
267;Svrcsek Róza ;L;2016-1-10;angol;1
268;Tüzes Andorás ;F;2017-2-28;angol;5
269;Svrcsek Róza ;L;2017-1-24;rajz;1
270;Svrcsek Róza ;L;2017-10-18;biológia;3
271;Litovecz Szaniszló ;F;2016-7-3;fizika;5
272;Sehr Ugocsa ;F;2016-7-11;biológia;1
273;Tüzes Andorás ;F;2017-11-15;történelem;4
274;Tausinger Filip ;F;2017-3-10;történelem;4
275;Valenta Izor ;F;2017-3-14;testnevelés;4
276;Murga Hilka ;L;2016-10-10;angol;3
277;Delaval Versény ;F;2016-12-7;biológia;1
278;Ullreich Eliána ;L;2017-7-6;biológia;4
279;Berwanger Magnólia ;L;2017-10-14;matematika;5
280;Fassl Áhim ;F;2016-2-27;angol;5
281;Ullreich Eliána ;L;2017-2-11;angol;2
282;Bács Ivor ;F;2017-7-23;matematika;4
283;Sáfár Becse ;F;2017-2-19;angol;4
284;Uhercsák Izolda ;L;2016-1-31;fizika;2
285;Marek Tamina ;L;2016-3-4;történelem;1
286;Bács Ivor ;F;2016-10-4;kémia;2
287;Litovecz Szaniszló ;F;2016-5-13;testnevelés;3
288;Tüzes Andorás ;F;2017-6-7;irodalom;1
289;Ruthart Gvendolin ;L;2017-6-16;irodalom;3
290;Murga Hilka ;L;2016-4-17;irodalom;2
291;Litovecz Szaniszló ;F;2017-7-18;angol;3
292;Valenta Izor ;F;2016-9-17;informatika;1
293;Leschner Triniti ;L;2016-1-2;földrajz;2
294;Berwanger Magnólia ;L;2017-10-9;nyelvtan;4
295;Svrcsek Róza ;L;2017-5-17;fizika;5
296;Tomola Szulita ;L;2017-7-18;testnevelés;4
297;Litovecz Szaniszló ;F;2017-11-4;angol;2
298;Ullreich Eliána ;L;2016-6-25;irodalom;4
299;Tausinger Filip ;F;2016-10-2;matematika;5
300;Sehr Ugocsa ;F;2017-6-24;fizika;5
301;Lónyay Árpádina ;L;2017-6-2;földrajz;1
302;Fassl Áhim ;F;2017-5-8;kémia;1
303;Tüzes Andorás ;F;2017-1-28;angol;2
304;Sáfár Becse ;F;2017-1-16;nyelvtan;2
305;Svrcsek Róza ;L;2016-5-4;rajz;2
306;Sáfár Becse ;F;2017-7-26;történelem;3
307;Fassl Áhim ;F;2016-8-8;irodalom;2
308;Bács Ivor ;F;2016-8-1;irodalom;1
309;Pákozdi Piládész ;F;2016-12-2;informatika;5
310;Teveli Dorotea ;L;2016-5-29;kémia;4
311;Pákozdi Piládész ;F;2016-6-24;irodalom;3
312;Blatniczky Szávitri ;L;2016-8-8;fizika;2
313;Lónyay Árpádina ;L;2017-4-7;matematika;1
314;Bács Ivor ;F;2016-10-30;biológia;3
315;Sehr Ugocsa ;F;2016-1-14;rajz;5
316;Uhercsák Izolda ;L;2016-7-24;testnevelés;5
317;Fassl Áhim ;F;2017-10-18;nyelvtan;1
318;Stahlberger Násfa ;L;2016-1-24;rajz;1
319;Tüzes Andorás ;F;2017-5-3;biológia;1
320;Delaval Versény ;F;2016-11-15;testnevelés;5
321;Fassl Áhim ;F;2017-11-16;matematika;5
322;Leschner Triniti ;L;2017-8-6;irodalom;4
323;Hemel Kiliána ;L;2016-5-26;kémia;1
324;Murga Hilka ;L;2016-12-27;matematika;3
325;Tüzes Andorás ;F;2017-8-12;nyelvtan;5
326;Tausinger Filip ;F;2017-12-6;informatika;2
327;Svrcsek Róza ;L;2017-1-5;fizika;5
328;Berwanger Magnólia ;L;2016-10-26;nyelvtan;2
329;Ruthart Gvendolin ;L;2017-7-10;biológia;5
330;Tausinger Filip ;F;2016-9-15;fizika;5
331;Sehr Ugocsa ;F;2016-11-2;irodalom;3
332;Teveli Dorotea ;L;2016-5-1;informatika;1
333;Svrcsek Róza ;L;2017-8-11;történelem;4
334;Tüzes Andorás ;F;2016-10-5;informatika;5
335;Bács Ivor ;F;2016-7-24;irodalom;1
336;Ullreich Eliána ;L;2017-5-31;informatika;5
337;Sehr Ugocsa ;F;2017-8-20;testnevelés;2
338;Ullreich Eliána ;L;2017-9-19;testnevelés;3
339;Svrcsek Róza ;L;2016-5-23;nyelvtan;3
340;Valovits Boriska ;L;2017-7-23;történelem;3
341;Tüzes Andorás ;F;2017-10-24;fizika;1
342;Stepanik Darnel ;F;2016-12-5;rajz;2
343;Bács Ivor ;F;2016-1-12;történelem;1
344;Berwanger Magnólia ;L;2016-7-14;angol;2
345;Litovecz Szaniszló ;F;2017-2-10;fizika;1
346;Baar Domonkos ;F;2016-6-25;angol;5
347;Marek Tamina ;L;2017-8-2;nyelvtan;3
348;Leschner Triniti ;L;2016-12-11;nyelvtan;2
349;Pákozdi Piládész ;F;2017-9-3;történelem;4
350;Valovits Boriska ;L;2016-10-19;matematika;1
351;Valovits Boriska ;L;2016-6-27;angol;2
352;Dobrodolszki Délibáb ;L;2016-4-30;fizika;2
353;Stahlberger Násfa ;L;2017-7-16;nyelvtan;4
354;Svrcsek Róza ;L;2017-5-7;kémia;4
355;Tüzes Andorás ;F;2017-1-5;testnevelés;4
356;Lónyay Árpádina ;L;2016-5-8;rajz;4
357;Tüzes Andorás ;F;2017-6-1;történelem;5
358;Teveli Dorotea ;L;2017-1-16;matematika;1
359;Teveli Dorotea ;L;2016-12-13;rajz;3
360;Stepanik Darnel ;F;2017-3-5;nyelvtan;2
361;Stepanik Darnel ;F;2017-5-15;földrajz;5
362;Pákozdi Piládész ;F;2016-9-14;földrajz;2
363;Murga Hilka ;L;2016-2-15;rajz;5
364;Ullreich Eliána ;L;2017-12-16;kémia;4
365;Stepanik Darnel ;F;2017-7-2;irodalom;1
366;Pákozdi Piládész ;F;2017-5-14;testnevelés;5
367;Tomola Szulita ;L;2016-5-15;matematika;4
368;Sehr Ugocsa ;F;2016-9-23;fizika;2
369;Teveli Dorotea ;L;2017-9-17;informatika;3
370;Tomola Szulita ;L;2017-1-14;nyelvtan;1
371;Lónyay Árpádina ;L;2017-5-10;kémia;4
372;Sehr Ugocsa ;F;2016-8-5;rajz;1
373;Sehr Ugocsa ;F;2016-3-7;földrajz;5
374;Stahlberger Násfa ;L;2017-3-15;matematika;5
375;Marek Tamina ;L;2017-3-9;nyelvtan;3
376;Litovecz Szaniszló ;F;2016-12-10;rajz;4
377;Sáfár Becse ;F;2017-1-26;kémia;4
378;Marek Tamina ;L;2017-10-12;rajz;3
379;Stahlberger Násfa ;L;2017-5-19;irodalom;2
380;Dobrodolszki Délibáb ;L;2017-2-9;kémia;3
381;Leschner Triniti ;L;2016-11-24;biológia;1
382;Tüzes Andorás ;F;2017-4-26;biológia;5
383;Baar Domonkos ;F;2017-1-15;informatika;2
384;Geidel Zámor ;F;2016-1-18;angol;5
385;Ullreich Eliána ;L;2016-5-25;történelem;2
386;Litovecz Szaniszló ;F;2016-6-5;nyelvtan;2
387;Sáfár Becse ;F;2017-3-9;fizika;2
388;Pákozdi Piládész ;F;2016-2-11;történelem;5
389;Dobrodolszki Délibáb ;L;2016-8-21;testnevelés;1
390;Lónyay Árpádina ;L;2017-1-9;kémia;4
391;Uhercsák Izolda ;L;2016-2-26;biológia;4
392;Valovits Boriska ;L;2017-6-29;kémia;1
393;Sáfár Becse ;F;2017-9-11;fizika;1
394;Svrcsek Róza ;L;2017-7-25;nyelvtan;3
395;Lónyay Árpádina ;L;2016-7-15;informatika;3
396;Ruthart Gvendolin ;L;2017-4-3;fizika;5
397;Sehr Ugocsa ;F;2017-2-10;rajz;4
398;Delaval Versény ;F;2017-4-25;történelem;2
399;Stepanik Darnel ;F;2017-10-21;biológia;2
400;Tomola Szulita ;L;2017-10-8;nyelvtan;2
401;Sáfár Becse ;F;2016-1-13;testnevelés;2
402;Stepanik Darnel ;F;2017-7-7;matematika;5
403;Sáfár Becse ;F;2017-4-14;fizika;1
404;Teveli Dorotea ;L;2017-8-6;kémia;5
405;Dobrodolszki Délibáb ;L;2016-5-11;történelem;2
406;Stahlberger Násfa ;L;2017-3-30;biológia;5
407;Litovecz Szaniszló ;F;2017-10-18;földrajz;1
408;Ullreich Eliána ;L;2017-12-2;rajz;2
409;Uhercsák Izolda ;L;2017-3-31;informatika;5
410;Stahlberger Násfa ;L;2016-12-7;fizika;1
411;Lónyay Árpádina ;L;2017-11-16;kémia;2
412;Tüzes Andorás ;F;2016-4-14;irodalom;5
413;Stahlberger Násfa ;L;2016-2-3;kémia;4
414;Valovits Boriska ;L;2017-12-21;történelem;4
415;Berwanger Magnólia ;L;2016-11-22;angol;3
416;Valenta Izor ;F;2016-2-23;matematika;2
417;Fassl Áhim ;F;2016-1-23;nyelvtan;2
418;Baar Domonkos ;F;2017-5-23;matematika;3
419;Sáfár Becse ;F;2016-11-24;kémia;2
420;Ruthart Gvendolin ;L;2016-3-15;angol;3
421;Stahlberger Násfa ;L;2017-5-30;informatika;3
422;Sáfár Becse ;F;2017-8-3;matematika;1
423;Blatniczky Szávitri ;L;2017-3-19;történelem;1
424;Valenta Izor ;F;2016-6-9;rajz;1
425;Fassl Áhim ;F;2017-11-30;irodalom;1
426;Dobrodolszki Délibáb ;L;2017-1-16;fizika;4
427;Pákozdi Piládész ;F;2016-9-24;fizika;5
428;Lónyay Árpádina ;L;2017-3-22;irodalom;2
429;Valenta Izor ;F;2016-6-18;kémia;2
430;Teveli Dorotea ;L;2017-4-22;kémia;1
431;Ruthart Gvendolin ;L;2017-4-2;angol;5
432;Stahlberger Násfa ;L;2016-10-15;rajz;3
433;Valenta Izor ;F;2017-11-5;testnevelés;4
434;Litovecz Szaniszló ;F;2017-12-30;irodalom;2
435;Tomola Szulita ;L;2016-4-12;kémia;4
436;Geidel Zámor ;F;2016-2-20;földrajz;5
437;Tomola Szulita ;L;2017-10-7;rajz;1
438;Hemel Kiliána ;L;2016-7-15;matematika;4
439;Pákozdi Piládész ;F;2016-8-25;rajz;2
440;Berwanger Magnólia ;L;2017-6-18;rajz;5
441;Murga Hilka ;L;2016-12-8;matematika;5
442;Pákozdi Piládész ;F;2017-7-7;földrajz;1
443;Murga Hilka ;L;2016-2-8;rajz;4
444;Stepanik Darnel ;F;2016-2-7;rajz;2
445;Valovits Boriska ;L;2016-7-14;angol;5
446;Leschner Triniti ;L;2016-2-11;matematika;4
447;Ruthart Gvendolin ;L;2016-2-19;testnevelés;2
448;Geidel Zámor ;F;2016-6-21;fizika;1
449;Valovits Boriska ;L;2016-5-2;nyelvtan;2
450;Bács Ivor ;F;2016-3-31;fizika;5
451;Tausinger Filip ;F;2016-4-28;angol;4
452;Blatniczky Szávitri ;L;2017-10-16;informatika;3
453;Stahlberger Násfa ;L;2016-3-30;fizika;3
454;Berwanger Magnólia ;L;2016-5-29;földrajz;4
455;Litovecz Szaniszló ;F;2016-10-1;földrajz;5
456;Ullreich Eliána ;L;2016-6-2;rajz;5
457;Fassl Áhim ;F;2017-9-14;történelem;2
458;Ullreich Eliána ;L;2016-3-16;földrajz;5
459;Delaval Versény ;F;2017-8-6;kémia;5
460;Murga Hilka ;L;2017-8-7;angol;2
461;Ruthart Gvendolin ;L;2016-3-4;angol;4
462;Lónyay Árpádina ;L;2017-4-6;kémia;1
463;Uhercsák Izolda ;L;2017-10-25;történelem;4
464;Baar Domonkos ;F;2016-8-4;matematika;4
465;Sáfár Becse ;F;2016-12-1;informatika;5
466;Hemel Kiliána ;L;2016-4-30;biológia;5
467;Uhercsák Izolda ;L;2017-1-24;matematika;2
468;Geidel Zámor ;F;2017-12-7;testnevelés;5
469;Delaval Versény ;F;2017-7-11;kémia;4
470;Tüzes Andorás ;F;2016-12-20;testnevelés;2
471;Dobrodolszki Délibáb ;L;2016-11-25;angol;4
472;Ullreich Eliána ;L;2016-2-7;biológia;2
473;Teveli Dorotea ;L;2016-4-28;földrajz;3
474;Ullreich Eliána ;L;2017-4-23;rajz;5
475;Sáfár Becse ;F;2016-12-14;angol;4
476;Valovits Boriska ;L;2016-2-5;rajz;5
477;Stahlberger Násfa ;L;2016-6-19;informatika;2
478;Litovecz Szaniszló ;F;2017-4-10;testnevelés;2
479;Ullreich Eliána ;L;2017-2-19;biológia;5
480;Blatniczky Szávitri ;L;2017-7-30;matematika;4
481;Stepanik Darnel ;F;2016-2-18;matematika;5
482;Bács Ivor ;F;2016-2-28;kémia;1
483;Valovits Boriska ;L;2016-7-26;földrajz;2
484;Valenta Izor ;F;2016-8-21;irodalom;2
485;Dobrodolszki Délibáb ;L;2016-2-23;földrajz;5
486;Bács Ivor ;F;2017-8-16;történelem;2
487;Valovits Boriska ;L;2016-7-16;testnevelés;3
488;Murga Hilka ;L;2016-9-7;biológia;3
489;Delaval Versény ;F;2017-12-25;nyelvtan;1
490;Blatniczky Szávitri ;L;2017-11-26;kémia;2
